"111年度臺灣鯨豚族群調查計畫","2022","08","17","目視調查","121.47717","23.26559","臺東縣","科","喙鯨科","喙鯨科","Ziphiidae","","2-3","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Ziphiidae","喙鯨科","",""
"111年度臺灣鯨豚族群調查計畫","2022","08","17","目視調查","121.50759","23.26448","臺東縣","種","瑞氏海豚","瑞氏海豚","Grampus griseus","","3-4","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Grampus","灰海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","17","目視調查","121.53142","23.48067","臺東縣","種","長吻飛旋海豚","長吻飛旋海豚","Stenella longirostris","","300-400","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Stenella","原海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","29","目視調查","121.56912","23.48244","花蓮縣","種","瑞氏海豚","瑞氏海豚","Grampus griseus","","10-15","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Grampus","灰海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","29","目視調查","121.56912","23.48244","花蓮縣","種","弗氏海豚","弗氏海豚","Lagenodelphis hosei","","15-20","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Lagenodelphis","沙撈越海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","29","目視調查","121.67471","23.49088","花蓮縣","種","侏儒抹香鯨","侏儒抹香鯨","Kogia sima","","1","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Kogiidae","小抹香鯨科","Kogia","小抹香鯨屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","29","目視調查","121.56057","23.61818","花蓮縣","種","長吻飛旋海豚","長吻飛旋海豚","Stenella longirostris","","200-250","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Stenella","原海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","29","目視調查","121.60583","23.65332","花蓮縣","種","瑞氏海豚","瑞氏海豚","Grampus griseus","","12-15","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Grampus","灰海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","29","目視調查","121.62015","23.65188","花蓮縣","種","瑞氏海豚","瑞氏海豚","Grampus griseus","","10-15","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Grampus","灰海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","29","目視調查","121.62015","23.65188","花蓮縣","種","弗氏海豚","弗氏海豚","Lagenodelphis hosei","","100-150","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Lagenodelphis","沙撈越海豚屬"
